focalsample_date,individual_id,focal_unit_name,duration,Year,Month,Band,Infant,TakeoverID,Period,Groom.F,Groom.M,Prop.M,Prop.F
3/25/09,394,K,16.18,2009,3,Small,N,HOU2009-04-04,Pre,0,0,0,0
3/25/09,394,K,15.75,2009,3,Small,N,HOU2009-04-04,Pre,0,0,0,0
11/26/13,394,K,15.1,2013,11,Small,N,LEN2014-03-24,Pre,0,0,0,0
12/5/13,394,K,15.13,2013,12,Small,N,LEN2014-03-24,Pre,0,0,0,0
12/18/13,394,K,16.75,2013,12,Small,N,LEN2014-03-24,Pre,0,0,0,0
1/9/14,394,K,15.37,2014,1,Small,N,LEN2014-03-24,Pre,0,0,0,0
1/15/14,394,K,15.4,2014,1,Small,N,LEN2014-03-24,Pre,0,0,0,0
2/11/14,394,K,15.38,2014,2,Small,N,LEN2014-03-24,Pre,0,0,0,0
2/15/14,394,K,15.17,2014,2,Small,N,LEN2014-03-24,Pre,0,0.07,0,0
3/1/14,394,K,15.15,2014,3,Small,N,LEN2014-03-24,Pre,1.33,1.62,0.11,0.09
3/5/14,394,K,15,2014,3,Small,N,LEN2014-03-24,Pre,0,0,0,0
3/6/14,394,K,14.72,2014,3,Small,N,LEN2014-03-24,Pre,9.33,0,0,0.63
3/22/14,394,K,15.5,2014,3,Small,N,LEN2014-03-24,Pre,0,4.03,0.26,0
3/11/09,400,K,15.22,2009,3,Small,N,HOU2009-04-04,Pre,4.1,1.15,0.08,0.27
3/25/09,400,K,15.65,2009,3,Small,N,HOU2009-04-04,Pre,0,0.73,0.05,0
3/25/09,400,K,16.25,2009,3,Small,N,HOU2009-04-04,Pre,0,0,0,0
6/7/11,400,K,15.13,2011,6,Small,N,HOO2011-08-17,Pre,3.12,0,0,0.21
6/7/11,400,K,15.35,2011,6,Small,N,HOO2011-08-17,Pre,0,0,0,0
6/7/11,400,K,15.4,2011,6,Small,N,HOO2011-08-17,Pre,0,9.82,0.64,0
6/15/11,400,K,15.22,2011,6,Small,N,HOO2011-08-17,Pre,0,0,0,0
6/15/11,400,K,15.57,2011,6,Small,N,HOO2011-08-17,Pre,0,0,0,0
6/22/11,400,K,15.42,2011,6,Small,N,HOO2011-08-17,Pre,4.55,0,0,0.3
7/5/11,400,K,15.18,2011,7,Small,N,HOO2011-08-17,Pre,0,3.2,0.21,0
7/16/11,400,K,15.22,2011,7,Small,N,HOO2011-08-17,Pre,0,0,0,0
8/15/11,400,K,15.37,2011,8,Small,N,HOO2011-08-17,Pre,0,0,0,0
8/15/11,400,K,15.27,2011,8,Small,N,HOO2011-08-17,Pre,0,0.43,0.03,0
3/11/09,401,K,15.52,2009,3,Small,N,HOU2009-04-04,Pre,0,5.92,0.38,0
3/25/09,401,K,15.45,2009,3,Small,N,HOU2009-04-04,Pre,0,0,0,0
6/6/11,422,L,15.48,2011,6,Other,N,ELR2011-10-30,Pre,0,0,0,0
6/24/11,422,L,15.23,2011,6,Other,N,ELR2011-10-30,Pre,0,0,0,0
7/6/11,422,L,15.12,2011,7,Other,N,ELR2011-10-30,Pre,0,9.08,0.6,0
10/10/11,422,L,15.33,2011,10,Other,N,ELR2011-10-30,Pre,0,0,0,0
7/26/11,433,L,15.35,2011,7,Other,N,ELR2011-10-30,Pre,0.28,0,0,0.02
10/10/11,433,L,15.43,2011,10,Other,N,ELR2011-10-30,Pre,0,0,0,0
10/10/11,436,L,15.25,2011,10,Other,N,ELR2011-10-30,Pre,0,0,0,0
7/26/11,437,L,15.33,2011,7,Other,N,ELR2011-10-30,Pre,0,0,0,0
6/6/11,442,L,15.25,2011,6,Other,N,ELR2011-10-30,Pre,0,0,0,0
7/6/11,442,L,15.45,2011,7,Other,N,ELR2011-10-30,Pre,0,0,0,0
7/26/11,442,L,15.37,2011,7,Other,N,ELR2011-10-30,Pre,0.37,0,0,0.02
10/10/11,442,L,15.28,2011,10,Other,N,ELR2011-10-30,Pre,0,0,0,0
6/6/11,444,L,15.32,2011,6,Other,N,ELR2011-10-30,Pre,0,0,0,0
6/24/11,444,L,15.33,2011,6,Other,N,ELR2011-10-30,Pre,0,0,0,0
7/26/11,444,L,10.83,2011,7,Other,N,ELR2011-10-30,Pre,0,0,0,0
10/10/11,444,L,15.38,2011,10,Other,N,ELR2011-10-30,Pre,0,0,0,0
4/6/11,458,M,15.52,2011,4,Mid,N,OSC2011-08-15,Pre,0.48,1.75,0.11,0.03
5/20/11,458,M,18.93,2011,5,Mid,N,OSC2011-08-15,Pre,0,0.15,0.01,0
5/27/11,458,M,15.18,2011,5,Mid,N,OSC2011-08-15,Pre,0.75,2.27,0.15,0.05
6/8/11,458,M,15.47,2011,6,Mid,N,OSC2011-08-15,Pre,2,0,0,0.13
6/23/11,458,M,15.37,2011,6,Mid,N,OSC2011-08-15,Pre,0,0,0,0
7/12/11,458,M,15.37,2011,7,Mid,N,OSC2011-08-15,Pre,0,0,0,0
4/6/11,468,M,15.42,2011,4,Mid,N,OSC2011-08-15,Pre,0,0,0,0
5/20/11,468,M,15.33,2011,5,Mid,N,OSC2011-08-15,Pre,0,1.57,0.1,0
5/27/11,468,M,15.28,2011,5,Mid,N,OSC2011-08-15,Pre,0,0,0,0
6/8/11,468,M,15.38,2011,6,Mid,N,OSC2011-08-15,Pre,0,0,0,0
6/23/11,468,M,15.42,2011,6,Mid,N,OSC2011-08-15,Pre,0,0,0,0
7/12/11,468,M,15.1,2011,7,Mid,N,OSC2011-08-15,Pre,6.28,0,0,0.42
7/21/11,468,M,15.13,2011,7,Mid,N,OSC2011-08-15,Pre,0,0,0,0
8/3/11,468,M,15.35,2011,8,Mid,N,OSC2011-08-15,Pre,6.37,0,0,0.41
4/6/11,494,M,15.5,2011,4,Mid,N,OSC2011-08-15,Pre,0,0,0,0
5/27/11,494,M,15.3,2011,5,Mid,N,OSC2011-08-15,Pre,0,0,0,0
6/8/11,494,M,15.98,2011,6,Mid,N,OSC2011-08-15,Pre,0,3.73,0.23,0
6/23/11,494,M,15.62,2011,6,Mid,N,OSC2011-08-15,Pre,0,0,0,0
7/21/11,494,M,20.38,2011,7,Mid,N,OSC2011-08-15,Pre,0,0,0,0
10/7/11,502,M,15.47,2011,10,Mid,N,QUI2011-10-25,Pre,0,0,0,0
10/10/09,506,M1,15.5,2009,10,Mid,N,QUI2010-01-31,Pre,0,0,0,0
2/21/11,506,M1,15.33,2011,2,Mid,N,OSC2011-08-15,Pre,0,0,0,0
4/6/11,506,M1,15.52,2011,4,Mid,N,OSC2011-08-15,Pre,0,0,0,0
5/20/11,506,M1,15.25,2011,5,Mid,N,OSC2011-08-15,Pre,0,0,0,0
5/27/11,506,M1,15.2,2011,5,Mid,N,OSC2011-08-15,Pre,0,0,0,0
6/8/11,506,M1,15.18,2011,6,Mid,N,OSC2011-08-15,Pre,9.32,0,0,0.61
6/23/11,506,M1,15.6,2011,6,Mid,N,OSC2011-08-15,Pre,0,0,0,0
7/12/11,506,M1,15.38,2011,7,Mid,N,OSC2011-08-15,Pre,0,0,0,0
8/3/11,506,M1,15.33,2011,8,Mid,N,OSC2011-08-15,Pre,0,0,0,0
4/6/11,507,M,15.13,2011,4,Mid,N,OSC2011-08-15,Pre,0,7.87,0.52,0
5/20/11,507,M,15.45,2011,5,Mid,N,OSC2011-08-15,Pre,0,0,0,0
5/27/11,507,M,15.25,2011,5,Mid,N,OSC2011-08-15,Pre,5.62,0,0,0.37
6/8/11,507,M,15.47,2011,6,Mid,N,OSC2011-08-15,Pre,0,0,0,0
6/23/11,507,M,15.15,2011,6,Mid,N,OSC2011-08-15,Pre,0,8.02,0.53,0
7/12/11,507,M,15.22,2011,7,Mid,N,OSC2011-08-15,Pre,0,0,0,0
7/21/11,507,M,15.13,2011,7,Mid,N,OSC2011-08-15,Pre,14.3,0,0,0.94
8/7/10,536,N,15.3,2010,8,Mid,N,JOH2011-01-13,Pre,2.65,4.35,0.28,0.17
9/26/10,536,N,15.62,2010,9,Mid,N,JOH2011-01-13,Pre,0,0,0,0
10/29/10,536,N,15.28,2010,10,Mid,N,JOH2011-01-13,Pre,0,0,0,0
10/31/10,536,N,15.12,2010,10,Mid,N,JOH2011-01-13,Pre,5.87,0,0,0.39
11/6/10,536,N,15.1,2010,11,Mid,N,JOH2011-01-13,Pre,0,0,0,0
11/12/10,536,N,15.38,2010,11,Mid,N,JOH2011-01-13,Pre,0,0,0,0
11/19/10,536,N,15.25,2010,11,Mid,N,JOH2011-01-13,Pre,0,0,0,0
3/29/16,536,N,15.43,2016,3,Mid,N,EDW2016-04-15,Pre,0,0,0,0
3/30/16,536,N,15.37,2016,3,Mid,N,EDW2016-04-15,Pre,0,0,0,0
4/11/16,536,N,15.45,2016,4,Mid,N,EDW2016-04-15,Pre,0,0,0,0
3/29/16,539,N,15.27,2016,3,Mid,N,EDW2016-04-15,Pre,0,0,0,0
4/11/16,539,N,15.4,2016,4,Mid,N,EDW2016-04-15,Pre,0,0,0,0
10/19/15,553,N,15.37,2015,10,Mid,N,EDW2016-04-15,Pre,0,0,0,0
10/19/15,553,N,14.98,2015,10,Mid,N,EDW2016-04-15,Pre,0,0,0,0
3/29/16,553,N,15.57,2016,3,Mid,N,EDW2016-04-15,Pre,0,0,0,0
3/29/16,565,N,15.32,2016,3,Mid,N,EDW2016-04-15,Pre,0,0,0,0
4/11/16,565,N,15,2016,4,Mid,N,EDW2016-04-15,Pre,0,0,0,0
10/15/15,624,Q,15.1,2015,10,Other,N,GOH2016-01-27,Pre,0,0,0,0
10/23/15,624,Q,15.4,2015,10,Other,N,GOH2016-01-27,Pre,0,0,0,0
11/4/15,624,Q,15.27,2015,11,Other,N,GOH2016-01-27,Pre,0,0,0,0
11/7/15,624,Q,15.12,2015,11,Other,N,GOH2016-01-27,Pre,0,3.13,0.21,0
11/19/15,624,Q,15.4,2015,11,Other,N,GOH2016-01-27,Pre,0,0,0,0
2/20/11,643,R,15.12,2011,2,Other,N,ROM2011-06-06,Pre,0,0,0,0
2/28/11,643,R,15.38,2011,2,Other,N,ROM2011-06-06,Pre,11.6,0,0,0.75
3/20/11,643,R,15.45,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/21/11,643,R,15.27,2011,3,Other,N,ROM2011-06-06,Pre,0,11.07,0.72,0
3/27/11,643,R,15.23,2011,3,Other,N,ROM2011-06-06,Pre,4.7,0,0,0.31
4/5/11,643,R,15.5,2011,4,Other,N,ROM2011-06-06,Pre,7.58,0,0,0.49
5/26/11,643,R,15.4,2011,5,Other,N,ROM2011-06-06,Pre,4.03,2.65,0.17,0.26
2/20/11,650,R,15.18,2011,2,Other,N,ROM2011-06-06,Pre,1.58,2,0.13,0.1
2/23/11,650,R,15.35,2011,2,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/5/11,650,R,15.4,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/20/11,650,R,15.23,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/21/11,650,R,15.12,2011,3,Other,N,ROM2011-06-06,Pre,5.2,0,0,0.34
5/26/11,650,R,15.27,2011,5,Other,N,ROM2011-06-06,Pre,0,0,0,0
2/20/11,653,R,15.32,2011,2,Other,N,ROM2011-06-06,Pre,0.12,2.4,0.16,0.01
3/5/11,653,R,15.35,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/20/11,653,R,15.4,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/21/11,653,R,15.28,2011,3,Other,N,ROM2011-06-06,Pre,13.25,0,0,0.87
3/25/11,653,R,15.37,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/27/11,653,R,15.18,2011,3,Other,N,ROM2011-06-06,Pre,0.68,0,0,0.05
4/5/11,653,R,15.35,2011,4,Other,N,ROM2011-06-06,Pre,0,0,0,0
5/26/11,653,R,15.4,2011,5,Other,N,ROM2011-06-06,Pre,0,0,0,0
2/20/11,659,R,15.15,2011,2,Other,N,ROM2011-06-06,Pre,7.3,0,0,0.48
3/5/11,659,R,15.45,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/20/11,659,R,15.42,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/21/11,659,R,15.15,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
3/27/11,659,R,15.25,2011,3,Other,N,ROM2011-06-06,Pre,0,3.4,0.22,0
3/27/11,659,R,15.3,2011,3,Other,N,ROM2011-06-06,Pre,0,0,0,0
4/5/11,659,R,15.42,2011,4,Other,N,ROM2011-06-06,Pre,0,1.98,0.13,0
4/3/09,712,T,15.12,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/13/09,712,T,15.4,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
6/11/09,712,T,15.42,2009,6,Mid,N,TAO2009-08-08,Pre,0,0,0,0
6/25/09,712,T,15.67,2009,6,Mid,N,TAO2009-08-08,Pre,0,0,0,0
9/20/11,719,T,15.08,2011,9,Mid,N,VOD2012-03-13,Pre,0,0,0,0
11/3/11,719,T,15.27,2011,11,Mid,N,VOD2012-03-13,Pre,0,0,0,0
11/4/11,719,T,15.4,2011,11,Mid,N,VOD2012-03-13,Pre,0,0,0,0
11/17/11,719,T,15.32,2011,11,Mid,N,VOD2012-03-13,Pre,0,0,0,0
12/6/11,719,T,15.3,2011,12,Mid,N,VOD2012-03-13,Pre,0,0,0,0
12/27/11,719,T,15.52,2011,12,Mid,N,VOD2012-03-13,Pre,0,0,0,0
1/18/12,719,T,15.33,2012,1,Mid,N,VOD2012-03-13,Pre,0,0,0,0
1/18/12,719,T,15.33,2012,1,Mid,N,VOD2012-03-13,Pre,0,0,0,0
11/17/11,726,T,15.38,2011,11,Mid,N,VOD2012-03-13,Pre,0,0,0,0
12/6/11,726,T,15.25,2011,12,Mid,N,VOD2012-03-13,Pre,6.6,0,0,0.43
12/27/11,726,T,15.3,2011,12,Mid,N,VOD2012-03-13,Pre,0,0,0,0
1/18/12,726,T,15.32,2012,1,Mid,N,VOD2012-03-13,Pre,0,0,0,0
1/18/12,726,T,15.32,2012,1,Mid,N,VOD2012-03-13,Pre,0,0,0,0
4/3/09,748,T,21.13,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/8/09,748,T,15.35,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/13/09,748,T,15.4,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
5/15/09,748,T,15.65,2009,5,Mid,N,TAO2009-08-08,Pre,0,0,0,0
6/26/09,748,T,15.35,2009,6,Mid,N,TAO2009-08-08,Pre,0,7.5,0.49,0
11/3/11,749,T,15.3,2011,11,Mid,N,VOD2012-03-13,Pre,2.27,0,0,0.15
11/4/11,749,T,10.62,2011,11,Mid,N,VOD2012-03-13,Pre,0,0,0,0
11/5/11,749,T,15.18,2011,11,Mid,N,VOD2012-03-13,Pre,0,0,0,0
11/17/11,749,T,15.35,2011,11,Mid,N,VOD2012-03-13,Pre,5.97,0,0,0.39
12/6/11,749,T,15.27,2011,12,Mid,N,VOD2012-03-13,Pre,0,0,0,0
12/27/11,749,T,15.47,2011,12,Mid,N,VOD2012-03-13,Pre,0,0,0,0
1/18/12,749,T,15.45,2012,1,Mid,N,VOD2012-03-13,Pre,5.1,0,0,0.33
1/18/12,749,T,15.45,2012,1,Mid,N,VOD2012-03-13,Pre,5.1,0,0,0.33
3/5/09,756,T,15.38,2009,3,Mid,N,TAO2009-08-08,Pre,0.85,5.58,0.36,0.06
4/3/09,756,T,15.55,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/13/09,756,T,15.58,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
6/14/09,756,T,15.62,2009,6,Mid,N,TAO2009-08-08,Pre,0,0,0,0
9/19/11,756,T,15.32,2011,9,Mid,N,VOD2012-03-13,Pre,0,0,0,0
10/20/11,756,T,15.47,2011,10,Mid,N,VOD2012-03-13,Pre,0,0,0,0
2/14/09,763,T,15.33,2009,2,Mid,N,TAO2009-08-08,Pre,0,13.87,0.9,0
4/3/09,763,T,15.4,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/13/09,763,T,15.47,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/15/09,763,T,15.55,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
6/14/09,763,T,15.43,2009,6,Mid,N,TAO2009-08-08,Pre,0,0,0,0
2/16/09,765,T,15.57,2009,2,Mid,N,TAO2009-08-08,Pre,0,0,0,0
3/5/09,765,T,15.32,2009,3,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/3/09,765,T,15.48,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/13/09,765,T,15.92,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
4/15/09,765,T,15.98,2009,4,Mid,N,TAO2009-08-08,Pre,0,0,0,0
5/15/09,765,T,15.92,2009,5,Mid,N,TAO2009-08-08,Pre,0,0,0,0
6/26/09,765,T,15.43,2009,6,Mid,N,TAO2009-08-08,Pre,0,0,0,0
8/28/10,785,V,15.95,2010,8,Small,N,QUA2011-02-18,Pre,0,0,0,0
9/28/10,785,V,15.67,2010,9,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/1/10,785,V,15.28,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/20/10,785,V,15.32,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/24/10,785,V,15.77,2010,10,Small,N,QUA2011-02-18,Pre,0.43,0,0,0.03
10/30/10,785,V,15.33,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
11/3/10,785,V,15.37,2010,11,Small,N,QUA2011-02-18,Pre,0,0,0,0
11/5/10,785,V,15.67,2010,11,Small,N,QUA2011-02-18,Pre,2.12,0,0,0.14
11/11/10,785,V,15.23,2010,11,Small,N,QUA2011-02-18,Pre,0,0.8,0.05,0
11/18/10,785,V,16.02,2010,11,Small,N,QUA2011-02-18,Pre,5.22,0,0,0.33
11/23/10,785,V,15.05,2010,11,Small,N,QUA2011-02-18,Pre,0,13.22,0.88,0
1/14/16,785,V,15.1,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/16/16,785,V,15.15,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/18/16,785,V,15.45,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/26/16,785,V,15.27,2016,1,Small,N,PAO2016-07-12,Pre,1.6,0,0,0.1
2/2/16,785,V,15.42,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/8/16,785,V,15.38,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/10/16,785,V,15.48,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/13/16,785,V,15.7,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/17/16,785,V,14.77,2016,2,Small,N,PAO2016-07-12,Pre,2.63,0,0,0.18
2/27/16,785,V,15.12,2016,2,Small,N,PAO2016-07-12,Pre,5.58,0,0,0.37
3/8/16,785,V,14.72,2016,3,Small,N,PAO2016-07-12,Pre,0,5.22,0.35,0
3/10/16,785,V,15.35,2016,3,Small,N,PAO2016-07-12,Pre,3.05,0,0,0.2
3/15/16,785,V,15.2,2016,3,Small,N,PAO2016-07-12,Pre,3.12,7.55,0.5,0.21
3/22/16,785,V,15.12,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/24/16,785,V,15.82,2016,3,Small,N,PAO2016-07-12,Pre,0,2.17,0.14,0
3/29/16,785,V,15.22,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/4/16,785,V,15.43,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/12/16,785,V,15.15,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/14/16,785,V,15.43,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/18/16,785,V,15.57,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/25/16,785,V,15.18,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
5/4/16,785,V,15.17,2016,5,Small,N,PAO2016-07-12,Pre,0,1.77,0.12,0
5/16/16,785,V,15.18,2016,5,Small,N,PAO2016-07-12,Pre,0,0,0,0
5/20/16,785,V,15.22,2016,5,Small,N,PAO2016-07-12,Pre,0,0,0,0
6/7/16,785,V,15.28,2016,6,Small,N,PAO2016-07-12,Pre,0,0,0,0
6/27/16,785,V,15.38,2016,6,Small,N,PAO2016-07-12,Pre,0,0,0,0
6/29/16,785,V,15.3,2016,6,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/24/11,786,V,15.38,2011,1,Small,N,QUA2011-02-18,Pre,0.67,0,0,0.04
2/13/11,786,V,15.52,2011,2,Small,N,QUA2011-02-18,Pre,1.32,4.2,0.27,0.08
1/14/16,786,V,15.13,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/16/16,786,V,15.33,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/18/16,786,V,15.3,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/26/16,786,V,15.63,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/2/16,786,V,15.3,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/8/16,786,V,16.2,2016,2,Small,N,PAO2016-07-12,Pre,0,7.45,0.46,0
2/9/16,786,V,15.5,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/13/16,786,V,15.1,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/17/16,786,V,14.77,2016,2,Small,N,PAO2016-07-12,Pre,4.88,0,0,0.33
2/27/16,786,V,15.08,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/4/16,786,V,24.45,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/8/16,786,V,15.52,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/11/16,786,V,10.1,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/11/16,786,V,15.3,2016,3,Small,N,PAO2016-07-12,Pre,0.15,0,0,0.01
3/24/16,786,V,15.5,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/29/16,786,V,15.22,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/4/16,786,V,15.05,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/7/16,786,V,15.12,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/14/16,786,V,15.22,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/18/16,786,V,14.7,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/25/16,786,V,15.62,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/26/16,786,V,15.13,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
5/4/16,786,V,15.1,2016,5,Small,N,PAO2016-07-12,Pre,0,0,0,0
5/11/16,786,V,15.4,2016,5,Small,N,PAO2016-07-12,Pre,0,3.52,0.23,0
5/20/16,786,V,15.18,2016,5,Small,N,PAO2016-07-12,Pre,0,0,0,0
5/21/16,786,V,15.8,2016,5,Small,N,PAO2016-07-12,Pre,0,0,0,0
6/7/16,786,V,15.35,2016,6,Small,N,PAO2016-07-12,Pre,0,0,0,0
6/27/16,786,V,15.3,2016,6,Small,N,PAO2016-07-12,Pre,0,0,0,0
6/29/16,786,V,15.25,2016,6,Small,N,PAO2016-07-12,Pre,0,0,0,0
8/28/10,795,V,15.47,2010,8,Small,N,QUA2011-02-18,Pre,0,0,0,0
9/28/10,795,V,15.4,2010,9,Small,N,QUA2011-02-18,Pre,8.2,0,0,0.53
10/1/10,795,V,15.9,2010,10,Small,N,QUA2011-02-18,Pre,0,0.35,0.02,0
10/6/10,795,V,15.67,2010,10,Small,N,QUA2011-02-18,Pre,0.23,0,0,0.01
10/7/10,795,V,15.15,2010,10,Small,N,QUA2011-02-18,Pre,12.85,0,0,0.85
10/12/10,795,V,17.03,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/16/10,795,V,15.9,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/20/10,795,V,15.7,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/21/10,795,V,15.25,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/24/10,795,V,15.37,2010,10,Small,N,QUA2011-02-18,Pre,0.17,12.82,0.83,0.01
10/25/10,795,V,15.55,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/26/10,795,V,15.4,2010,10,Small,N,QUA2011-02-18,Pre,6.73,0,0,0.44
10/27/10,795,V,15.5,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
10/30/10,795,V,15.28,2010,10,Small,N,QUA2011-02-18,Pre,0.75,0,0,0.05
10/31/10,795,V,15.8,2010,10,Small,N,QUA2011-02-18,Pre,0,0,0,0
11/3/10,795,V,17.28,2010,11,Small,N,QUA2011-02-18,Pre,4.67,0,0,0.27
11/4/10,795,V,15.32,2010,11,Small,N,QUA2011-02-18,Pre,0,0,0,0
11/5/10,795,V,15.13,2010,11,Small,N,QUA2011-02-18,Pre,14.67,0,0,0.97
11/11/10,795,V,15.73,2010,11,Small,N,QUA2011-02-18,Pre,0,0,0,0
11/13/10,795,V,15.47,2010,11,Small,N,QUA2011-02-18,Pre,0,0,0,0
11/18/10,795,V,15.42,2010,11,Small,N,QUA2011-02-18,Pre,2.5,9.47,0.61,0.16
11/25/10,795,V,15.6,2010,11,Small,N,QUA2011-02-18,Pre,0.73,0.53,0.03,0.05
1/14/16,799,V,15.23,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/17/16,799,V,15.2,2016,1,Small,N,PAO2016-07-12,Pre,5.33,5.42,0.36,0.35
1/18/16,799,V,15.62,2016,1,Small,N,PAO2016-07-12,Pre,0,0,0,0
1/26/16,799,V,15.22,2016,1,Small,N,PAO2016-07-12,Pre,3.1,0,0,0.2
2/2/16,799,V,15.33,2016,2,Small,N,PAO2016-07-12,Pre,0,2.27,0.15,0
2/8/16,799,V,15.58,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/9/16,799,V,15.5,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/13/16,799,V,15.08,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/17/16,799,V,15.5,2016,2,Small,N,PAO2016-07-12,Pre,0,0,0,0
2/27/16,799,V,15.1,2016,2,Small,N,PAO2016-07-12,Pre,8.57,4.48,0.3,0.57
3/4/16,799,V,15.08,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/8/16,799,V,15.48,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/10/16,799,V,15.4,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/11/16,799,V,15.27,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
3/24/16,799,V,15.75,2016,3,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/6/16,799,V,15.53,2016,4,Small,N,PAO2016-07-12,Pre,9.57,0,0,0.62
4/12/16,799,V,15.15,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/14/16,799,V,15.17,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/18/16,799,V,14.73,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/25/16,799,V,15.57,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
4/26/16,799,V,15.07,2016,4,Small,N,PAO2016-07-12,Pre,0,0,0,0
5/20/16,799,V,15.47,2016,5,Small,N,PAO2016-07-12,Pre,0,0,0,0
