focalsample_date,individual_id,focal_unit_name,duration,Year,Month,Band,Infant,TakeoverID,Period,Groom.F,Groom.M,Prop.M,Prop.F
12/18/14,197,D,15.17,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/22/14,197,D,15.5,2014,12,Small,N,DEM2015-03-19,Pre,12.47,0,0,0.8
12/26/14,197,D,15.27,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/1/15,197,D,15.6,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/6/15,197,D,15.52,2015,1,Small,N,DEM2015-03-19,Pre,0,11.32,0.73,0
1/14/15,197,D,15.12,2015,1,Small,N,DEM2015-03-19,Pre,0,12.82,0.85,0
1/23/15,197,D,15.23,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/24/15,197,D,15.3,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/27/15,197,D,15.13,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/30/15,197,D,15.43,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/2/15,197,D,15.63,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/17/15,197,D,15.42,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/19/15,197,D,15.27,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/24/15,197,D,15.4,2015,2,Small,N,DEM2015-03-19,Pre,0,7.92,0.51,0
2/25/15,197,D,15.43,2015,2,Small,N,DEM2015-03-19,Pre,2.07,1.25,0.08,0.13
2/26/15,197,D,15.27,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/28/15,197,D,23,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/2/15,197,D,15.47,2015,3,Small,N,DEM2015-03-19,Pre,5.9,6.73,0.44,0.38
3/9/15,197,D,16.37,2015,3,Small,N,DEM2015-03-19,Pre,1.9,0,0,0.12
3/12/15,197,D,15.22,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/14/15,197,D,15.48,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
10/7/14,199,D,15.27,2014,10,Small,N,DEM2015-03-19,Pre,4.72,0,0,0.31
10/17/14,199,D,15.62,2014,10,Small,N,DEM2015-03-19,Pre,0,0,0,0
11/19/14,199,D,15.37,2014,11,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/3/14,199,D,15.27,2014,12,Small,N,DEM2015-03-19,Pre,0.08,0,0,0.01
12/17/14,199,D,16.88,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/18/14,199,D,15.12,2014,12,Small,N,DEM2015-03-19,Pre,3.12,0,0,0.21
12/22/14,199,D,15.45,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/26/14,199,D,15.42,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/1/15,199,D,15.28,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/6/15,199,D,15.13,2015,1,Small,N,DEM2015-03-19,Pre,9.62,0,0,0.64
1/14/15,199,D,15,2015,1,Small,N,DEM2015-03-19,Pre,13.73,0,0,0.92
1/23/15,199,D,15.4,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/24/15,199,D,15.32,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/27/15,199,D,15.35,2015,1,Small,N,DEM2015-03-19,Pre,3.47,0,0,0.23
1/30/15,199,D,15.2,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/2/15,199,D,15.5,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/17/15,199,D,15.57,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/19/15,199,D,15.47,2015,2,Small,N,DEM2015-03-19,Pre,6.07,0,0,0.39
2/24/15,199,D,16.07,2015,2,Small,N,DEM2015-03-19,Pre,0,4.52,0.28,0
2/25/15,199,D,15.28,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/28/15,199,D,15.2,2015,2,Small,N,DEM2015-03-19,Pre,0.68,0,0,0.04
3/2/15,199,D,15.55,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/9/15,199,D,15.38,2015,3,Small,N,DEM2015-03-19,Pre,0,8.37,0.54,0
3/12/15,199,D,15.12,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/14/15,199,D,15.65,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/5/18,199,D,12.18,2018,2,Small,N,PEE2018-07-31,Pre,0,0,0,0
2/13/18,199,D,14.33,2018,2,Small,N,PEE2018-07-31,Pre,0,0,0,0
2/17/18,199,D,13.97,2018,2,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/1/18,199,D,14.58,2018,3,Small,N,PEE2018-07-31,Pre,0.03,0,0,0
3/8/18,199,D,14.63,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/19/18,199,D,14.43,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/26/18,199,D,12.1,2018,3,Small,N,PEE2018-07-31,Pre,0,0.23,0.02,0
3/27/18,199,D,13.37,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/30/18,199,D,11.98,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
4/12/18,199,D,14.28,2018,4,Small,N,PEE2018-07-31,Pre,0,14.22,1,0
4/18/18,199,D,10.62,2018,4,Small,N,PEE2018-07-31,Pre,0,0,0,0
4/27/18,199,D,14.68,2018,4,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/3/18,199,D,14.67,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/11/18,199,D,13.53,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/17/18,199,D,14.47,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/19/18,199,D,14.82,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/31/18,199,D,14.7,2018,5,Small,N,PEE2018-07-31,Pre,5,0,0,0.34
6/7/18,199,D,12.75,2018,6,Small,N,PEE2018-07-31,Pre,0,0,0,0
6/11/18,199,D,12.27,2018,6,Small,N,PEE2018-07-31,Pre,0,12.17,0.99,0
6/20/18,199,D,14.68,2018,6,Small,N,PEE2018-07-31,Pre,0,0,0,0
6/25/18,199,D,14.42,2018,6,Small,N,PEE2018-07-31,Pre,0,1.02,0.07,0
6/29/18,199,D,13.72,2018,6,Small,N,PEE2018-07-31,Pre,0,0,0,0
7/4/18,199,D,14.15,2018,7,Small,N,PEE2018-07-31,Pre,0,0,0,0
7/12/18,199,D,7.7,2018,7,Small,N,PEE2018-07-31,Pre,0,0,0,0
7/19/18,199,D,14.45,2018,7,Small,N,PEE2018-07-31,Pre,0,0,0,0
10/7/14,203,D,15.45,2014,10,Small,N,DEM2015-03-19,Pre,0,0,0,0
10/17/14,203,D,15.35,2014,10,Small,N,DEM2015-03-19,Pre,0,0,0,0
11/19/14,203,D,15.67,2014,11,Small,N,DEM2015-03-19,Pre,0,0,0,0
11/29/14,203,D,15.13,2014,11,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/3/14,203,D,15.28,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/18/14,203,D,15.13,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/22/14,203,D,15.3,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
12/26/14,203,D,15.42,2014,12,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/1/15,203,D,15.55,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/5/15,203,D,15.43,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/13/15,203,D,15.23,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/23/15,203,D,14.75,2015,1,Small,N,DEM2015-03-19,Pre,12.52,0,0,0.85
1/24/15,203,D,15.17,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/27/15,203,D,14.93,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
1/31/15,203,D,15.15,2015,1,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/2/15,203,D,15.18,2015,2,Small,N,DEM2015-03-19,Pre,0,12.65,0.83,0
2/17/15,203,D,15.17,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/19/15,203,D,15.18,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/24/15,203,D,15.47,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/25/15,203,D,15.1,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/28/15,203,D,15.1,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/2/15,203,D,15.53,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/9/15,203,D,15.62,2015,3,Small,N,DEM2015-03-19,Pre,2.03,1.45,0.09,0.13
3/12/15,203,D,15.25,2015,3,Small,N,DEM2015-03-19,Pre,1.93,0,0,0.13
2/24/15,209,D,14.92,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
2/6/18,209,D,14.1,2018,2,Small,N,PEE2018-07-31,Pre,0,0,0,0
2/13/18,209,D,14.87,2018,2,Small,N,PEE2018-07-31,Pre,0,0,0,0
2/17/18,209,D,11.27,2018,2,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/1/18,209,D,12.05,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/8/18,209,D,14.85,2018,3,Small,N,PEE2018-07-31,Pre,0.68,8.7,0.59,0.05
3/19/18,209,D,8.88,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/26/18,209,D,14.35,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/27/18,209,D,14.97,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
3/30/18,209,D,14.83,2018,3,Small,N,PEE2018-07-31,Pre,0,0,0,0
4/12/18,209,D,14.3,2018,4,Small,N,PEE2018-07-31,Pre,13.23,0,0,0.93
4/14/18,209,D,14.88,2018,4,Small,N,PEE2018-07-31,Pre,0,0,0,0
4/18/18,209,D,11.52,2018,4,Small,N,PEE2018-07-31,Pre,0,0,0,0
4/27/18,209,D,14.57,2018,4,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/3/18,209,D,12.28,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/11/18,209,D,13.88,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/17/18,209,D,14.83,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/19/18,209,D,14.72,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
5/31/18,209,D,14.27,2018,5,Small,N,PEE2018-07-31,Pre,0,0,0,0
6/7/18,209,D,14.37,2018,6,Small,N,PEE2018-07-31,Pre,0,0,0,0
6/11/18,209,D,14,2018,6,Small,N,PEE2018-07-31,Pre,0,0,0,0
6/20/18,209,D,14.22,2018,6,Small,N,PEE2018-07-31,Pre,0,0,0,0
6/25/18,209,D,13.32,2018,6,Small,N,PEE2018-07-31,Pre,0,0.5,0.04,0
6/29/18,209,D,14.45,2018,6,Small,N,PEE2018-07-31,Pre,3.48,0,0,0.24
7/4/18,209,D,14.13,2018,7,Small,N,PEE2018-07-31,Pre,0,0,0,0
7/19/18,209,D,12.8,2018,7,Small,N,PEE2018-07-31,Pre,0,0,0,0
2/24/15,213,D,14.98,2015,2,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/9/15,213,D,15.57,2015,3,Small,N,DEM2015-03-19,Pre,0,0,0,0
3/9/09,257,F-old,15.28,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/23/09,257,F-old,15.13,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/31/09,257,F-old,15.23,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/8/09,257,F-old,15.22,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/25/09,257,F-old,15.87,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/25/09,257,F-old,15.48,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/29/09,257,F-old,15.87,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/29/09,257,F-old,15.78,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
5/5/09,257,F-old,15.73,2009,5,Other,N,FRE2009-06-17,Pre,0,0,0,0
5/5/09,257,F-old,15.57,2009,5,Other,N,FRE2009-06-17,Pre,0,1.72,0.11,0
5/13/09,257,F-old,15.5,2009,5,Other,N,FRE2009-06-17,Pre,0,1.27,0.08,0
6/1/09,257,F-old,15.5,2009,6,Other,N,FRE2009-06-17,Pre,0,0,0,0
6/1/09,257,F-old,15.35,2009,6,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/9/09,258,F-old,15.18,2009,3,Other,N,FRE2009-06-17,Pre,0.42,0,0,0.03
3/23/09,258,F-old,15.35,2009,3,Other,N,FRE2009-06-17,Pre,2.13,0,0,0.14
3/31/09,258,F-old,15.43,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/8/09,258,F-old,15.25,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/25/09,258,F-old,15.45,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/29/09,258,F-old,15.3,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
6/1/09,258,F-old,15.7,2009,6,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/10/09,261,F-old,15.27,2009,3,Other,N,FRE2009-06-17,Pre,0.03,0,0,0
3/23/09,261,F-old,15.32,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/31/09,261,F-old,15.32,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/8/09,261,F-old,15.27,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/25/09,261,F-old,15.97,2009,4,Other,N,FRE2009-06-17,Pre,0,6.07,0.38,0
4/29/09,261,F-old,15.53,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/29/09,261,F-old,15.65,2009,4,Other,N,FRE2009-06-17,Pre,0.05,0,0,0
5/5/09,261,F-old,15.38,2009,5,Other,N,FRE2009-06-17,Pre,0,0,0,0
5/5/09,261,F-old,15.4,2009,5,Other,N,FRE2009-06-17,Pre,1.6,0,0,0.1
6/1/09,261,F-old,15.3,2009,6,Other,N,FRE2009-06-17,Pre,0,0,0,0
6/1/09,261,F-old,15.43,2009,6,Other,N,FRE2009-06-17,Pre,1.4,0,0,0.09
3/23/09,265,F-old,15.23,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/31/09,265,F-old,15.23,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/8/09,265,F-old,15.28,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/10/09,266,F-old,15.27,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/23/09,266,F-old,15.13,2009,3,Other,N,FRE2009-06-17,Pre,0,0,0,0
3/31/09,266,F-old,15.27,2009,3,Other,N,FRE2009-06-17,Pre,0,3.75,0.25,0
4/8/09,266,F-old,15.58,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/25/09,266,F-old,15.48,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/25/09,266,F-old,15.58,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/29/09,266,F-old,16.1,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
4/29/09,266,F-old,15.57,2009,4,Other,N,FRE2009-06-17,Pre,0,0,0,0
5/5/09,266,F-old,15.33,2009,5,Other,N,FRE2009-06-17,Pre,0,0,0,0
5/5/09,266,F-old,15.33,2009,5,Other,N,FRE2009-06-17,Pre,8.38,0,0,0.55
6/1/09,266,F-old,15.42,2009,6,Other,N,FRE2009-06-17,Pre,0.5,0,0,0.03
7/1/15,280,G,15.27,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
7/17/15,280,G,15.23,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
8/25/15,280,G,15.3,2015,8,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/11/15,280,G,15.17,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,280,G,15.08,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,280,G,15.23,2015,9,Mid,N,YOS2015-12-27,Pre,6.73,0,0,0.44
7/1/15,290,G,15.32,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
7/17/15,290,G,15.28,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
8/25/15,290,G,15.27,2015,8,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/11/15,290,G,15.18,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,290,G,15.15,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,290,G,15.32,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
10/16/15,290,G,15.23,2015,10,Mid,N,YOS2015-12-27,Pre,0,4.17,0.27,0
10/20/15,290,G,15.45,2015,10,Mid,N,YOS2015-12-27,Pre,0,0,0,0
11/27/15,290,G,15.32,2015,11,Mid,N,YOS2015-12-27,Pre,0,0,0,0
12/2/15,290,G,15.2,2015,12,Mid,N,YOS2015-12-27,Pre,0,0,0,0
6/11/09,293,G,15.55,2009,6,Mid,N,GEO2009-10-19,Pre,0,0,0,0
10/8/09,293,G,15.57,2009,10,Mid,N,GEO2009-10-19,Pre,0,8.08,0.52,0
10/9/09,293,G,15.42,2009,10,Mid,N,GEO2009-10-19,Pre,2,4.1,0.27,0.13
5/2/09,297,G,15.38,2009,5,Mid,N,GEO2009-10-19,Pre,0,0,0,0
5/19/09,297,G,15.72,2009,5,Mid,N,GEO2009-10-19,Pre,0,0,0,0
5/27/09,297,G,15.53,2009,5,Mid,N,GEO2009-10-19,Pre,0.33,0,0,0.02
9/21/09,297,G,15.42,2009,9,Mid,N,GEO2009-10-19,Pre,5.87,0,0,0.38
10/8/09,297,G,15.37,2009,10,Mid,N,GEO2009-10-19,Pre,0,0,0,0
10/9/09,297,G,15.38,2009,10,Mid,N,GEO2009-10-19,Pre,10.23,0,0,0.67
7/1/15,297,G,15.23,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
7/17/15,297,G,15.18,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
8/25/15,297,G,15.23,2015,8,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/11/15,297,G,15.23,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/14/15,297,G,15.2,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,297,G,15.32,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,297,G,15.12,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
10/16/15,297,G,19.27,2015,10,Mid,N,YOS2015-12-27,Pre,0.22,0,0,0.01
10/20/15,297,G,15.1,2015,10,Mid,N,YOS2015-12-27,Pre,0.42,0,0,0.03
11/27/15,297,G,15.3,2015,11,Mid,N,YOS2015-12-27,Pre,0,0,0,0
11/30/15,297,G,15.15,2015,11,Mid,N,YOS2015-12-27,Pre,12.43,0,0,0.82
12/2/15,297,G,15.17,2015,12,Mid,N,YOS2015-12-27,Pre,0,0,0,0
5/9/09,298,G,15.52,2009,5,Mid,N,GEO2009-10-19,Pre,0,0,0,0
6/15/09,298,G,15.57,2009,6,Mid,N,GEO2009-10-19,Pre,0,0,0,0
6/22/09,298,G,15.23,2009,6,Mid,N,GEO2009-10-19,Pre,0,0,0,0
8/7/09,298,G,15.32,2009,8,Mid,N,GEO2009-10-19,Pre,0,0,0,0
10/14/09,298,G,15.77,2009,10,Mid,N,GEO2009-10-19,Pre,0.17,0,0,0.01
7/1/15,298,G,15.25,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
7/17/15,298,G,15.32,2015,7,Mid,N,YOS2015-12-27,Pre,0,0,0,0
8/25/15,298,G,15.27,2015,8,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/11/15,298,G,15.28,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,298,G,15.08,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
9/23/15,298,G,15.25,2015,9,Mid,N,YOS2015-12-27,Pre,0,0,0,0
10/16/15,298,G,15.35,2015,10,Mid,N,YOS2015-12-27,Pre,0,0,0,0
10/20/15,298,G,15.1,2015,10,Mid,N,YOS2015-12-27,Pre,0,0,0,0
11/27/15,298,G,15.22,2015,11,Mid,N,YOS2015-12-27,Pre,0,0,0,0
12/2/15,298,G,15.25,2015,12,Mid,N,YOS2015-12-27,Pre,0,0,0,0
6/15/09,305,G,15.62,2009,6,Mid,N,GEO2009-10-19,Pre,0,0,0,0
6/22/09,305,G,15.83,2009,6,Mid,N,GEO2009-10-19,Pre,0,0,0,0
8/7/09,305,G,15.28,2009,8,Mid,N,GEO2009-10-19,Pre,0,0,0,0
10/14/09,305,G,15.4,2009,10,Mid,N,GEO2009-10-19,Pre,0,0,0,0
6/6/09,315,G,15.55,2009,6,Mid,N,GEO2009-10-19,Pre,0,0,0,0
10/9/09,315,G,15.4,2009,10,Mid,N,GEO2009-10-19,Pre,2.4,0,0,0.16
10/14/09,315,G,15.47,2009,10,Mid,N,GEO2009-10-19,Pre,0,0,0,0
11/21/10,379,J,15.52,2010,11,Small,N,MHE2011-03-24,Pre,0,0,0,0
1/23/11,379,J,15.3,2011,1,Small,N,MHE2011-03-24,Pre,0,0,0,0
1/29/11,379,J,15.42,2011,1,Small,N,MHE2011-03-24,Pre,0,13.98,0.91,0
2/2/11,379,J,15.52,2011,2,Small,N,MHE2011-03-24,Pre,0,1.62,0.1,0
2/14/11,379,J,15.47,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
2/19/11,379,J,15.18,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
2/23/11,379,J,15.27,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
2/26/11,379,J,15.23,2011,2,Small,N,MHE2011-03-24,Pre,0,4.1,0.27,0
2/28/11,379,J,15.2,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
2/28/11,379,J,15.65,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/3/11,379,J,15.18,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/3/11,379,J,15.18,2011,3,Small,N,MHE2011-03-24,Pre,0,14.73,0.97,0
3/5/11,379,J,15.23,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/10/11,379,J,15.18,2011,3,Small,N,MHE2011-03-24,Pre,0,14.2,0.94,0
3/19/11,379,J,15.52,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/22/11,379,J,15.37,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
5/27/14,379,J,15.4,2014,5,Small,N,ERC2014-10-24,Pre,0,0,0,0
6/14/14,379,J,15.45,2014,6,Small,N,ERC2014-10-24,Pre,0,0,0,0
6/19/14,379,J,15.57,2014,6,Small,N,ERC2014-10-24,Pre,0,0,0,0
7/3/14,379,J,15.33,2014,7,Small,N,ERC2014-10-24,Pre,0,0,0,0
7/18/14,379,J,15.5,2014,7,Small,N,ERC2014-10-24,Pre,0,0,0,0
7/30/14,379,J,15.5,2014,7,Small,N,ERC2014-10-24,Pre,0,0,0,0
8/13/14,379,J,15.18,2014,8,Small,N,ERC2014-10-24,Pre,0,0,0,0
8/18/14,379,J,15.33,2014,8,Small,N,ERC2014-10-24,Pre,0,0,0,0
8/25/14,379,J,15.6,2014,8,Small,N,ERC2014-10-24,Pre,0,0,0,0
9/15/14,379,J,15.02,2014,9,Small,N,ERC2014-10-24,Pre,0,0,0,0
9/24/14,379,J,15.37,2014,9,Small,N,ERC2014-10-24,Pre,0,0,0,0
10/7/14,379,J,14.98,2014,10,Small,N,ERC2014-10-24,Pre,0,0,0,0
10/17/14,379,J,15.18,2014,10,Small,N,ERC2014-10-24,Pre,0,2.53,0.17,0
10/1/10,384,J,15.42,2010,10,Small,N,MHE2011-03-24,Pre,0,0,0,0
10/2/10,384,J,15.62,2010,10,Small,N,MHE2011-03-24,Pre,10.15,2.28,0.15,0.65
10/5/10,384,J,16.23,2010,10,Small,N,MHE2011-03-24,Pre,0,0,0,0
10/21/10,384,J,15.4,2010,10,Small,N,MHE2011-03-24,Pre,0,0,0,0
10/26/10,384,J,15.4,2010,10,Small,N,MHE2011-03-24,Pre,0,0,0,0
11/2/10,384,J,15.28,2010,11,Small,N,MHE2011-03-24,Pre,0,0,0,0
11/5/10,384,J,15.23,2010,11,Small,N,MHE2011-03-24,Pre,0,0,0,0
11/15/10,384,J,15.2,2010,11,Small,N,MHE2011-03-24,Pre,0,5.75,0.38,0
11/21/10,384,J,15.22,2010,11,Small,N,MHE2011-03-24,Pre,4.58,2.05,0.13,0.3
1/23/11,384,J,15.6,2011,1,Small,N,MHE2011-03-24,Pre,0,0,0,0
1/29/11,384,J,15.3,2011,1,Small,N,MHE2011-03-24,Pre,0,1.13,0.07,0
2/2/11,384,J,15.75,2011,2,Small,N,MHE2011-03-24,Pre,0,0.87,0.06,0
2/14/11,384,J,15.3,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
2/23/11,384,J,15.47,2011,2,Small,N,MHE2011-03-24,Pre,1.27,0,0,0.08
2/26/11,384,J,15.22,2011,2,Small,N,MHE2011-03-24,Pre,0,1.88,0.12,0
2/28/11,384,J,15.57,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
2/28/11,384,J,15.53,2011,2,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/3/11,384,J,15.27,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/3/11,384,J,15.22,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
3/10/11,384,J,15.02,2011,3,Small,N,MHE2011-03-24,Pre,0,0.67,0.04,0
3/16/11,384,J,15.5,2011,3,Small,N,MHE2011-03-24,Pre,0,0.33,0.02,0
3/19/11,384,J,15.33,2011,3,Small,N,MHE2011-03-24,Pre,0,0.33,0.02,0
3/22/11,384,J,15.48,2011,3,Small,N,MHE2011-03-24,Pre,0,0,0,0
5/27/14,384,J,15.35,2014,5,Small,N,ERC2014-10-24,Pre,0,0,0,0
6/14/14,384,J,15.28,2014,6,Small,N,ERC2014-10-24,Pre,0,0,0,0
6/19/14,384,J,15.2,2014,6,Small,N,ERC2014-10-24,Pre,0,0,0,0
7/3/14,384,J,15.33,2014,7,Small,N,ERC2014-10-24,Pre,0,0,0,0
7/18/14,384,J,15.42,2014,7,Small,N,ERC2014-10-24,Pre,0,0,0,0
7/30/14,384,J,15.47,2014,7,Small,N,ERC2014-10-24,Pre,0,3.02,0.2,0
8/13/14,384,J,14.9,2014,8,Small,N,ERC2014-10-24,Pre,0,0,0,0
8/18/14,384,J,15.37,2014,8,Small,N,ERC2014-10-24,Pre,0,0,0,0
8/25/14,384,J,15.45,2014,8,Small,N,ERC2014-10-24,Pre,0,0,0,0
9/15/14,384,J,15.2,2014,9,Small,N,ERC2014-10-24,Pre,0,0,0,0
9/24/14,384,J,15.77,2014,9,Small,N,ERC2014-10-24,Pre,0,0,0,0
10/7/14,384,J,16.05,2014,10,Small,N,ERC2014-10-24,Pre,0,0,0,0
10/17/14,384,J,15.3,2014,10,Small,N,ERC2014-10-24,Pre,0,0,0,0
3/11/09,394,K,16.07,2009,3,Small,N,HOU2009-04-04,Pre,0,0,0,0
